"state","name","iata_code","latitude","longitude","city","zip","color"
"AK","False Island Seaplane Base","FAK",57.5321998596,-135.212997437,"Tenakee Springs",99841,"#71de56"
"AK","Kalskag Airport","KLG",61.5363006591797,-160.341003417969,"Kalskag",99607,"#71de56"
"AK","Drift River Airport","DRF",60.5889015198,-152.162002563,"Tyonek",99682,"#71de56"
"AK","Chignik Lake Airport","KCQ",56.2550010681,-158.774993896,"Chignik Lake",99548,"#71de56"
"AK","Kulik Lake Airport","LKK",58.9821014404,-155.121002197,"Kokhanok",99606,"#71de56"
"AK","Chena Hot Springs Airport","CEX",65.0518035889,-146.04699707,"Two Rivers",99716,"#71de56"
"AK","Chatham Seaplane Base","CYM",57.5149,-134.945999,"Angoon",99820,"#71de56"
"AK","Herendeen Bay Airport","HED",55.801399231,-160.899002075,"Nelson Lagoon",99571,"#71de56"
"AK","Pedro Bay Airport","PDB",59.7896003723,-154.12399292,"Pedro Bay",99647,"#71de56"
"AK","Tikchik Lodge Seaplane Base","KTH",59.9631996155,-158.477005005,"Lake and Peninsula",99576,"#71de56"
"AK","Tununak Airport","TNK",60.575500488281,-165.27200317383,"Tununak",99681,"#71de56"
"AK","Delta Junction Airport","DJN",64.0503997803,-145.716995239,"Delta Junction",99737,"#71de56"
"AK","Rampart Airport","RMP",65.507896,-150.141007,"Rampart",99767,"#71de56"
"AK","Tokeen Seaplane Base","TKI",55.9370994568,-133.32699585,"Coffman Cove",99918,"#71de56"
"AK","Merrill Field","MRI",61.2135009765625,-149.843994140625,"Anchorage",99501,"#71de56"
"AK","Medfra Airport","MDR",63.1060198183,-154.719429016,"Nikolai",99691,"#71de56"
"AK","Naknek Airport","NNK",58.732898712158,-157.02000427246,"Naknek",99633,"#71de56"
"AK","Cape Lisburne LRRS Airport","LUR",68.87509918,-166.1100006,"Point Hope",99766,"#71de56"
"AK","Girdwood Airport","AQY",60.966099,-149.126007,"Girdwood",99587,"#71de56"
"AK","Excursion Inlet Seaplane Base","EXI",58.420502,-135.449005,"Gustavus",99826,"#71de56"
"AK","Nondalton Airport","NNL",59.980201721191,-154.8390045166,"Nondalton",99640,"#71de56"
"AK","Council Airport","CIL",64.8979034424,-163.70300293,"White Mountain",99784,"#71de56"
"AK","Stony River 2 Airport","SRV",61.7896995544,-156.589004517,"Aniak",99557,"#71de56"
"AK","Wales Airport","WAA",65.622593,-168.095,"Wales",99783,"#71de56"
"AK","Stevens Village Airport","SVS",66.0172,-149.0545,"Stevens Village",99774,"#71de56"
"AK","Nunam Iqua Airport","SXP",62.520599,-164.848006,"Nunam Iqua",99666,"#71de56"
"AK","Port Alice Seaplane Base","PTC",55.803,-133.597,"Klawock",99925,"#71de56"
"AK","New Stuyahok Airport","KNW",59.4499015808,-157.32800293,"New Stuyahok",99636,"#71de56"
"AK","Hoonah Airport","HNH",58.0961,-135.410111,"Hoonah",99829,"#71de56"
"AK","Point Baker Seaplane Base","KPB",56.3518981934,-133.623001099,"Point Baker",99927,"#71de56"
"AK","Kenai Municipal Airport","ENA",60.5731010437012,-151.244995117188,"Kenai",99611,"#71de56"
"AK","Takotna Airport","TCT",62.993206,-156.029026,"Ganes Creek",99675,"#71de56"
"AK","Tenakee Seaplane Base","TKE",57.77970123291,-135.21800231934,"Tenakee Springs",99841,"#71de56"
"AK","Nelson Lagoon Airport","NLG",56.007499694824,-161.16000366211,"Nelson Lagoon",99571,"#71de56"
"AK","Nikolski Air Station","IKO",52.9416007995605,-168.848999023438,"Nikolski",99638,"#71de56"
"AK","Ivanof Bay Seaplane Base","KIB",55.8974990845,-159.488998413,"Anchorage",99695,"#71de56"
"AK","Tanacross Airport","TSG",63.3744010925,-143.335998535,"Tanacross",99776,"#71de56"
"AK","Ugashik Airport","UGS",57.5279006958,-157.399002075,"Pilot Point",99649,"#71de56"
"AK","Port Heiden Airport","PTH",56.959098815918,-158.632995605469,"Port Heiden",99549,"#71de56"
"AK","Beluga Airport","BVU",61.1721992493,-151.044006348,"Anchorage",99695,"#71de56"
"AK","Ugashik Bay Airport","UGB",57.4253997803,-157.740005493,"Pilot Point",99649,"#71de56"
"AK","Buckland Airport","BKC",65.9815979004,-161.149002075,"Buckland",99727,"#71de56"
"AK","Big Mountain Airport","BMX",59.3611984253,-155.259002686,"Kokhanok",99606,"#71de56"
"AK","Wiley Post Will Rogers Memorial Airport","BRW",71.285402,-156.766008,"Barrow",99723,"#71de56"
"AK","Bettles Airport","BTT",66.91390228,-151.529007,"Bettles Field",99726,"#71de56"
"AK","Golden Horn Lodge Seaplane Base","GDH",59.7470016479,-158.875,"Aleknagik",99555,"#71de56"
"AK","Central Airport","CEM",65.57379913,-144.7830048,"Central",99730,"#71de56"
"AK","Chalkyitsik Airport","CIK",66.6449966431,-143.740005493,"Chalkyitsik",99788,"#71de56"
"AK","Chefornak Airport","CYF",60.1492004395,-164.285995483,"Chefornak",99561,"#71de56"
"AK","Ouzinkie Airport","KOZ",57.925362,-152.496715,"Ouzinkie",99644,"#71de56"
"AK","Stebbins Airport","WBB",63.5159988403,-162.277999878,"Stebbins",99671,"#71de56"
"AK","Manley Hot Springs Airport","MLY",64.9975967407,-150.643997192,"Manley Hot Springs",99756,"#71de56"
"AK","Coldfoot Airport","CXF",67.2521972656,-150.203994751,"Fairbanks",99701,"#71de56"
"AK","Candle 2 Airport","CDL",65.907699585,-161.925994873,"Buckland",99727,"#71de56"
"AK","Steamboat Bay Seaplane Base","WSB",55.5295982361,-133.641998291,"Craig",99921,"#71de56"
"AK","Bartletts Airport","BSZ",58.2162017822,-157.352005005,"Egegik",99579,"#71de56"
"AK","Wiseman Airport","WSM",67.4046020508,-150.123001099,"Chena Hot Springs",99701,"#71de56"
"AK","Napakiak Airport","WNA",60.690299987793,-161.97900390625,"Napakiak",99634,"#71de56"
"AK","Brevig Mission Airport","KTS",65.3312988281,-166.466003418,"Brevig Mission",99785,"#71de56"
"AK","Bell Island Hot Springs Seaplane Base","KBE",55.9291000366,-131.572006226,"Ketchikan",99901,"#71de56"
"AK","Akiachak Airport","KKI",60.904800415039,-161.42199707031,"Akiachak",99551,"#71de56"
"AK","Bear Creek 3 Airport","BCC",63.5733160384,-156.149454117,"Ganes Creek",99675,"#71de56"
"AK","Bethel Seaplane Base","JBT",60.7820014954,-161.742996216,"Bethel",99559,"#71de56"
"AK","Cape Pole Seaplane Base","CZP",55.9663009644,-133.79699707,"Point Baker",99927,"#71de56"
"AK","Chignik Bay Seaplane Base","KBW",56.2956008911,-158.401000977,"Chignik",99564,"#71de56"
"AK","Chignik Fisheries Airport","KCG",56.317643,-158.589706,"Chignik Lagoon",99565,"#71de56"
"AK","Seal Bay Seaplane Base","SYB",58.3733,-152.2018,"Port William",99697,"#71de56"
"AK","Nyac Airport","ZNC",60.9807014465,-159.994003296,"Nyac",99642,"#71de56"
"AK","Elfin Cove Seaplane Base","ELV",58.1952018738,-136.347000122,"Elfin Cove",99825,"#71de56"
"AK","Granite Mountain Air Station","GMT",65.40209961,-161.2810059,"Koyuk",99753,"#71de56"
"AK","Port Protection Seaplane Base","PPV",56.328800201416,-133.61000061035,"Point Baker",99927,"#71de56"
"AK","Kake Seaplane Base","KAE",56.973,-133.945999,"Kake",99830,"#71de56"
"AK","Boundary Airport","BYA",64.0783004761,-141.113006592,"Chicken",99732,"#71de56"
"AK","Ladd AAF Airfield","FBK",64.83750153,-147.6139984,"Fort Wainwright",99703,"#71de56"
"AK","Craig Seaplane Base","CGA",55.4788017272949,-133.147994995117,"Craig",99921,"#71de56"
"AK","Bryant Army Heliport","FRN",61.26639938,-149.6529999,"Fort Richardson",99505,"#71de56"
"AK","Nikolai Airport","NIB",63.0186,-154.358002,"Nikolai",99691,"#71de56"
"AK","Five Mile Airport","FMC",65.9270019531,-149.839996338,"Stevens Village",99774,"#71de56"
"AK","Farewell Airport","FWL",62.5065994263,-153.893997192,"Nikolai",99691,"#71de56"
"AK","Edward G. Pitka Sr Airport","GAL",64.73619843,-156.9369965,"Galena",99741,"#71de56"
"AK","Chicken Airport","CKX",64.0712966919,-141.95199585,"Chicken",99732,"#71de56"
"AK","Kwigillingok Airport","KWK",59.876499,-163.169005,"Kwigillingok",99622,"#71de56"
"AK","Seward Airport","SWD",60.1268997192383,-149.419006347656,"Seward",99664,"#71de56"
"AK","Wrangell Airport","WRG",56.48429871,-132.3699951,"Wrangell",99929,"#71de56"
"AK","Wainwright Airport","AIN",70.6380004883,-159.994995117,"Wainwright",99782,"#71de56"
"AK","Cold Bay Airport","CDB",55.2061004638672,-162.725006103516,"Cold Bay",99571,"#71de56"
"AK","Chitina Airport","CXC",61.582901001,-144.427001953,"Chitina",99566,"#71de56"
"AK","Big Lake Airport","BGQ",61.5360984802,-149.813995361,"Big Lake",99652,"#71de56"
"AK","Yakutat Airport","YAK",59.5032997131,-139.660003662,"Yakutat",99689,"#71de56"
"AK","Taylor Airport","TWE",65.6792984009,-164.798995972,"Nome",NA,"#71de56"
"AK","Chistochina Airport","CZO",62.5634994507,-144.669006348,"Gakona",99586,"#71de56"
"AK","Naukati Bay Seaplane Base","NKI",55.849602,-133.227994,"Coffman Cove",99918,"#71de56"
"AK","Huslia Airport","HSL",65.69789886,-156.3509979,"Huslia",99746,"#71de56"
"AK","Dahl Creek Airport","DCK",66.9432983398,-156.904998779,"Kobuk",99751,"#71de56"
"AK","Clarks Point Airport","CLP",58.83369827,-158.529007,"Clarks Point",99569,"#71de56"
"AK","Hooper Bay Airport","HPB",61.52389908,-166.1470032,"Hooper Bay",99604,"#71de56"
"AK","Hughes Airport","HUS",66.04109955,-154.2630005,"Hughes",99745,"#71de56"
"AK","Adak Airport","ADK",51.8779983520508,-176.64599609375,"Adak",99546,"#71de56"
"AK","Lake Brooks Seaplane Base","BKF",58.554798126221,-155.77699279785,"Kodiak",99697,"#71de56"
"AK","Kitoi Bay Seaplane Base","KKB",58.1908988953,-152.369995117,"Ouzinkie",99644,"#71de56"
"AK","Egegik Airport","EGX",58.1855010986,-157.375,"Egegik",99579,"#71de56"
"AK","Karluk Lake Seaplane Base","KKL",57.3670005798,-154.027999878,"Larsen Bay",99624,"#71de56"
"AK","Iliamna Airport","ILI",59.75439835,-154.9109955,"Newhalen",99606,"#71de56"
"AK","Ekuk Airport","KKU",58.8111991882,-158.559005737,"Clarks Point",99569,"#71de56"
"AK","Waterfall Seaplane Base","KWF",55.2962989807,-133.242996216,"Craig",99921,"#71de56"
"AK","Flat Airport","FLT",62.4525985718,-157.988998413,"Turnagain Heights",99503,"#71de56"
"AK","Juneau International Airport","JNU",58.3549995422363,-134.57600402832,"Juneau",99801,"#71de56"
"AK","Koliganek Airport","KGK",59.726600647,-157.259002686,"Koliganek",99576,"#71de56"
"AK","Kodiak Municipal Airport","KDK",57.8059005737,-152.37399292,"Kodiak",99615,"#71de56"
"AK","Teller Airport","TLA",65.2404022217,-166.339004517,"Teller",99778,"#71de56"
"AK","Emmonak Airport","EMK",62.78609848,-164.4909973,"Emmonak",99581,"#71de56"
"AK","Kipnuk Airport","KPN",59.9329986572,-164.031005859,"Kipnuk",99614,"#71de56"
"AK","Haycock Airport","HAY",65.2009963989,-161.156997681,"Koyuk",99753,"#71de56"
"AK","Atka Airport","AKB",52.22029877,-174.2059937,"Atka",99547,"#71de56"
"AK","Port Moller Airport","PML",56.0060005188,-160.561004639,"Nelson Lagoon",99571,"#71de56"
"AK","St George Airport","STG",56.5783004761,-169.662002563,"Saint George Island",99591,"#71de56"
"AK","Healy Lake Airport","HKB",63.9958,-144.6926,"Fairbanks",99706,"#71de56"
"AK","Hog River Airport","HGZ",66.2161026,-155.6690063,"Hughes",99745,"#71de56"
"AK","Ketchikan International Airport","KTN",55.35559845,-131.7140045,"Ketchikan",99901,"#71de56"
"AK","Kaltag Airport","KAL",64.31909943,-158.7409973,"Kaltag",99748,"#71de56"
"AK","Quartz Creek Airport","JLA",60.4827003479,-149.718994141,"Cooper Landing",99572,"#71de56"
"AK","Kasaan Seaplane Base","KXA",55.537399292,-132.397994995,"Ketchikan",99950,"#71de56"
"AK","Larsen Bay Airport","KLN",57.5350990295,-153.977996826,"Larsen Bay",99624,"#71de56"
"AK","Colorado Creek Airport","KCR",63.5676994324,-155.988998413,"Ganes Creek",99675,"#71de56"
"AK","Chandalar Lake Airport","WCR",67.5045013428,-148.483001709,"Chena Hot Springs",99701,"#71de56"
"AK","Prospect Creek Airport","PPC",66.814102172852,-150.64399719238,"Evansville",99726,"#71de56"
"AK","Quinhagak Airport","KWN",59.7551,-161.845,"Quinhagak",99655,"#71de56"
"AK","Atmautluak Airport","ATT",60.866699,-162.272995,"Bethel",99559,"#71de56"
"AK","Zachar Bay Seaplane Base","KZB",57.553001,-153.746052,"Larsen Bay",99624,"#71de56"
"AK","Port Walter Seaplane Base","PWR",56.3810005188,-134.651000977,"Port Alexander",99836,"#71de56"
"AK","Perry Island Seaplane Base","PYL",60.6852989197,-147.919006348,"Whittier",99693,"#71de56"
"AK","St Michael Airport","SMK",63.49010086,-162.1100006,"Saint Michael",99659,"#71de56"
"AK","Red Devil Airport","RDV",61.7881011963,-157.350006104,"Red Devil",99656,"#71de56"
"AK","Sand Point Airport","SDP",55.314998626709,-160.522994995117,"Sand Point",99661,"#71de56"
"AK","Shishmaref Airport","SHH",66.249604,-166.089112,"Shishmaref",99772,"#71de56"
"AK","Mountain Village Airport","MOU",62.095401763916,-163.682006835938,"Mountain Village",99632,"#71de56"
"AK","Mc Carthy Airport","MXY",61.4370994568,-142.904006958,"Chitina",99566,"#71de56"
"AK","Mekoryuk Airport","MYU",60.3713989257812,-166.27099609375,"Mekoryuk",99630,"#71de56"
"AK","Boswell Bay Airport","BSW",60.4230995178,-146.145996094,"Cordova",99574,"#71de56"
"AK","Dillingham Airport","DLG",59.04470062,-158.5050049,"Dillingham",99576,"#71de56"
"AK","Nenana Municipal Airport","ENN",64.5473022460938,-149.074005126953,"Nenana",99760,"#71de56"
"AK","Sitkinak Airport","SKJ",56.5378,-154.1412,"Kodiak",99615,"#71de56"
"AK","May Creek Airport","MYK",61.3357009888,-142.68699646,"May Creek",99566,"#71de56"
"AK","Kongiganak Airport","KKH",59.9608001709,-162.880996704,"Bethel",99559,"#71de56"
"AK","Elmendorf Air Force Base","EDF",61.2509994506836,-149.807006835938,"Elmendorf Afb",99506,"#71de56"
"AK","Yes Bay Lodge Seaplane Base","WYB",55.9163017273,-131.800994873,"Ketchikan",99901,"#71de56"
"AK","Nulato Airport","NUL",64.729301,-158.074005,"Nulato",99765,"#71de56"
"AK","Tatitlek Airport","TEK",60.871449,-146.690297,"Tatitlek",99677,"#71de56"
"AK","Eielson Air Force Base","EIL",64.66570282,-147.102005,"Eielson Afb",99702,"#71de56"
"AK","Port Graham Airport","PGM",59.348300933838,-151.83200073242,"Homer",99603,"#71de56"
"AK","False Pass Airport","KFP",54.8474006652832,-163.410003662109,"False Pass",99583,"#71de56"
"AK","Togiak Airport","TOG",59.0527992248535,-160.397003173828,"Togiak",99678,"#71de56"
"AK","Newtok Airport","WWT",60.939098358154,-164.64100646973,"Newtok",99559,"#71de56"
"AK","Fairbanks International Airport","FAI",64.81510162,-147.8560028,"Fairbanks",99709,"#71de56"
"AK","Alakanuk Airport","AUK",62.6800422668,-164.659927368,"Alakanuk",99554,"#71de56"
"AK","Ambler Airport","ABL",67.1063,-157.856989,"Ambler",99786,"#71de56"
"AK","Warren ""Bud"" Woods Palmer Municipal Airport","PAQ",61.594898,-149.08901,"Palmer",99645,"#71de56"
"AK","Casco Cove Coast Guard Station","ATU",52.8283996582,173.179992676,"Navy Town",NA,"#71de56"
"AK","Barter Island LRRS Airport","BTI",70.1340026855,-143.582000732,"Kaktovik",99747,"#71de56"
"AK","Port Bailey Seaplane Base","KPY",57.9300994873,-153.041000366,"Port Lions",99550,"#71de56"
"AK","Tyonek Airport","TYE",61.076698303223,-151.13800048828,"Tyonek",99682,"#71de56"
"AK","Akutan Seaplane Base","KQA",54.1337704415,-165.778895617,"Akutan",99553,"#71de56"
"AK","Platinum Airport","PTU",59.0113983154297,-161.820007324219,"Platinum",99651,"#71de56"
"AK","Pilot Point Airport","PIP",57.5803985596,-157.572006226,"Pilot Point",99649,"#71de56"
"AK","Coffman Cove Seaplane Base","KCC",56.003200531,-132.841995239,"Coffman Cove",99918,"#71de56"
"AK","Golovin Airport","GLV",64.5504989624,-163.007003784,"Golovin",99762,"#71de56"
"AK","Gambell Airport","GAM",63.7667999267578,-171.733001708984,"Gambell",99742,"#71de56"
"AK","Nuiqsut Airport","NUI",70.2099990845,-151.005996704,"Nuiqsut",99789,"#71de56"
"AK","Arctic Village Airport","ARC",68.1147,-145.578995,"Arctic Village",99722,"#71de56"
"AK","Russian Mission Airport","RSH",61.7788848877,-161.319458008,"Russian Mission",99657,"#71de56"
"AK","Ruby Airport","RBY",64.72720337,-155.4700012,"Ruby",99768,"#71de56"
"AK","Circle City /New/ Airport","IRC",65.830498,-144.076008,"Circle",99733,"#71de56"
"AK","Merle K (Mudhole) Smith Airport","CDV",60.4917984,-145.4779968,"Eyak",99574,"#71de56"
"AK","Holy Cross Airport","HCR",62.1883010864258,-159.774993896484,"Holy Cross",99602,"#71de56"
"AK","Pelican Seaplane Base","PEC",57.955200195312,-136.23599243164,"Pelican",99832,"#71de56"
"AK","Cape Romanzof LRRS Airport","CZF",61.78030014,-166.0390015,"Scammon Bay",99662,"#71de56"
"AK","Deering Airport","DRG",66.0696029663,-162.76600647,"Deering",99736,"#71de56"
"AK","Red Dog Airport","RDB",68.0320968628,-162.899002075,"Noatak",99761,"#71de56"
"AK","Kasigluk Airport","KUK",60.87440109,-162.5240021,"Kasigluk",99609,"#71de56"
"AK","Edna Bay Seaplane Base","EDA",55.949653,-133.661012,"Point Baker",99927,"#71de56"
"AK","Alitak Seaplane Base","ALZ",56.8995018005,-154.248001099,"Kodiak",99615,"#71de56"
"AK","Kodiak Airport","ADQ",57.75,-152.4940033,"Kodiak",99615,"#71de56"
"AK","Unalaska Airport","DUT",53.900100708,-166.544006348,"Unalaska",99685,"#71de56"
"AK","Chernofski Harbor Seaplane Base","KCN",53.4028993416,-167.52027154,"Chernofski",NA,"#71de56"
"AK","Kwethluk Airport","KWT",60.7902984619,-161.444000244,"Kwethluk",99621,"#71de56"
"AK","Eek Airport","EEK",60.21367264,-162.0438843,"Eek",99578,"#71de56"
"AK","Eagle Airport","EAA",64.77639771,-141.151001,"Eagle Village",99738,"#71de56"
"AK","Cape Newenham LRRS Airport","EHM",58.6464004517,-162.06300354,"Platinum",99651,"#71de56"
"AK","Fort Yukon Airport","FYU",66.5715026855469,-145.25,"Fort Yukon",99740,"#71de56"
"AK","Tin City Long Range Radar Station Airport","TNC",65.56310272,-167.9219971,"Wales",99783,"#71de56"
"AK","Copper Center 2 Airport","CZC",61.9412002563,-145.294006348,"Tazlina",99588,"#71de56"
"AK","West Point Village Seaplane Base","KWP",57.7700996399,-153.548995972,"Kodiak",99615,"#71de56"
"AK","Nanwalek Airport","KEB",59.3521003723,-151.925003052,"Homer",99603,"#71de56"
"AK","Tatalina LRRS Airport","TLJ",62.8944015503,-155.977005005,"Mc Grath",99627,"#71de56"
"AK","Northway Airport","ORT",62.9612999,-141.9290009,"Northway",99764,"#71de56"
"AK","Noatak Airport","WTK",67.5661010742188,-162.975006103516,"Noatak",99761,"#71de56"
"AK","Glacier Creek Airport","KGZ",61.4551010132,-142.380996704,"May Creek",99566,"#71de56"
"AK","Willow Airport","WOW",61.7541999817,-150.052001953,"Willow",99688,"#71de56"
"AK","Chevak Airport","VAK",61.5409,-165.6005,"Chevak",99563,"#71de56"
"AK","King Cove Airport","KVC",55.1162986755371,-162.266006469727,"King Cove",99612,"#71de56"
"AK","Petersburg James A Johnson Airport","PSG",56.80170059,-132.9450073,"Petersburg",99833,"#71de56"
"AK","Galbraith Lake Airport","GBH",68.4796981812,-149.490005493,"North Slope",NA,"#71de56"
"AK","Kivalina Airport","KVL",67.736198425293,-164.563003540039,"Kivalina",99750,"#71de56"
"AK","Allen Army Airfield","BIG",63.9944992065,-145.722000122,"Delta Junction",99737,"#71de56"
"AK","Gulkana Airport","GKN",62.1548996,-145.4570007,"Tazlina",99588,"#71de56"
"AK","Alpine Airstrip","DQH",70.3442993164,-150.945007324,"Nuiqsut",99789,"#71de56"
"AK","Point Hope Airport","PHO",68.3488006591797,-166.79899597168,"Point Hope",99766,"#71de56"
"AK","Angoon Seaplane Base","AGN",57.503601,-134.585007,"Angoon",99820,"#71de56"
"AK","Metro Field","MTX",64.8068008423,-147.761993408,"Fairbanks",99701,"#71de56"
"AK","Gustavus Airport","GST",58.4253006,-135.7070007,"Gustavus",99826,"#71de56"
"AK","Wasilla Airport","WWA",61.5717010498,-149.539993286,"Wasilla",99654,"#71de56"
"AK","Skagway Airport","SGY",59.4600982666016,-135.315994262695,"Skagway",99840,"#71de56"
"AK","Allakaket Airport","AET",66.5518035889,-152.621994019,"Allakaket",99720,"#71de56"
"AK","Deadhorse Airport","SCC",70.19470215,-148.4649963,"Deadhorse",99734,"#71de56"
"AK","South Naknek Nr 2 Airport","WSN",58.7033996582,-157.007995605,"South Naknek",99670,"#71de56"
"AK","Homer Airport","HOM",59.6455993652344,-151.477005004883,"Homer",99603,"#71de56"
"AK","Sitka Rocky Gutierrez Airport","SIT",57.0471000671387,-135.361999511719,"Sitka",99835,"#71de56"
"AK","Selawik Airport","WLK",66.60009766,-159.9859924,"Selawik",99770,"#71de56"
